"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"941",1982-04-14,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/04/1982","TBD"
"942",1982-04-15,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/04/1982","TBD"
"943",1982-04-16,"Fri","strike","petroleum engineers","firm","Whessoe Engineering","demand travel subsidies","Ireland","Shannon","travel payments",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","19/04/1982",NA,"16/04/1982","TBD"
"944",1982-04-17,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/04/1982","TBD"
"945",1982-04-18,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/04/1982","TBD"
"946",1982-04-19,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/04/1982","TBD"
"947",1982-04-20,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/04/1982","TBD"
"948",1982-04-21,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/04/1982","TBD"
"949",1982-04-22,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/04/1982","TBD"
"950",1982-04-23,"Fri","demonstration","workers","government",NA,"march against higher price of medical insurance","Ireland","Dublin","medical insurance",NA,NA,1000,0,0,0,"N",0,0,0,678827,"Irish Times","24/04/1982",NA,"23/04/1982","TBD"
"951",1982-04-24,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/04/1982","TBD"
"952",1982-04-25,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/04/1982","TBD"
"953",1982-04-26,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/04/1982","TBD"
"954",1982-04-27,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/04/1982","TBD"
"955",1982-04-28,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/04/1982","TBD"
"956",1982-04-29,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/04/1982","TBD"
"957",1982-04-30,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/04/1982","TBD"
"958",1982-05-01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/05/1982","TBD"
"959",1982-05-02,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/05/1982","TBD"
"960",1982-05-03,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/05/1982","TBD"
"961",1982-05-04,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/05/1982","TBD"
"962",1982-05-05,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/05/1982","TBD"
"963",1982-05-06,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/05/1982","TBD"
"964",1982-05-07,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/05/1982","TBD"
"965",1982-05-08,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/05/1982","TBD"
"966",1982-05-09,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/05/1982","TBD"
"967",1982-05-10,"Mon","strike","workers","firm","Player Wills","strike for higher pay","Ireland","Dublin","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","10/05/1982",NA,"10/05/1982","TBD"
"968",1982-05-11,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/05/1982","TBD"
"969",1982-05-12,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/05/1982","TBD"
"970",1982-05-13,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/05/1982","TBD"
"971",1982-05-14,"Fri","demonstration","bakers","firm","Mother's Pride bakery","seek higher redundancy payments","Ireland","Dublin","unemployment",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Independent","15/05/1982",NA,"14/05/1982","TBD"
"972",1982-05-15,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/05/1982","TBD"
"973",1982-05-16,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/05/1982","TBD"
"974",1982-05-17,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/05/1982","TBD"
"975",1982-05-18,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/05/1982","TBD"
"976",1982-05-19,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/05/1982","TBD"
"977",1982-05-20,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/05/1982","TBD"
"978",1982-05-21,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/05/1982","TBD"
"979",1982-05-22,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/05/1982","TBD"
"980",1982-05-23,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/05/1982","TBD"
"981",1982-05-24,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/05/1982","TBD"
"982",1982-05-25,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/05/1982","TBD"
"983",1982-05-26,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/05/1982","TBD"
"984",1982-05-27,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/05/1982","TBD"
"985",1982-05-28,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/05/1982","TBD"
"986",1982-05-29,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/05/1982","TBD"
"987",1982-05-30,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/05/1982","TBD"
"988",1982-05-31,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/05/1982","TBD"
"989",1982-06-01,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/06/1982","TBD"
"990",1982-06-02,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/06/1982","TBD"
"991",1982-06-03,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/06/1982","TBD"
"992",1982-06-04,"Fri","assassination","INLA","PIRA",NA,"2 gunmen shoot dead PIRA assassin","Ireland","Dublin","Republican disputes",NA,NA,2,0,0,0,"N",0,0,0,7424,"Reuters","04/06/1982",NA,"04/06/1982","TBD"
"993",1982-06-05,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/06/1982","TBD"
"994",1982-06-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/06/1982","TBD"
"995",1982-06-07,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/06/1982","TBD"
"996",1982-06-08,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/06/1982","TBD"
"997",1982-06-09,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/06/1982","TBD"
"998",1982-06-10,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/06/1982","TBD"
"999",1982-06-11,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/06/1982","TBD"
"1000",1982-06-12,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/06/1982","TBD"
"1001",1982-06-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/06/1982","TBD"
"1002",1982-06-14,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/06/1982","TBD"
"1003",1982-06-15,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/06/1982","TBD"
"1004",1982-06-16,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/06/1982","TBD"
"1005",1982-06-17,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/06/1982","TBD"
"1006",1982-06-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/06/1982","TBD"
"1007",1982-06-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/06/1982","TBD"
"1008",1982-06-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/06/1982","TBD"
"1009",1982-06-21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/06/1982","TBD"
"1010",1982-06-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/06/1982","TBD"
"1011",1982-06-23,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/06/1982","TBD"
"1012",1982-06-24,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/06/1982","TBD"
"1013",1982-06-25,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/06/1982","TBD"
"1014",1982-06-26,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/06/1982","TBD"
"1015",1982-06-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/06/1982","TBD"
"1016",1982-06-28,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/06/1982","TBD"
"1017",1982-06-29,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/06/1982","TBD"
"1018",1982-06-30,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/06/1982","TBD"
"1019",1982-07-01,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/07/1982","TBD"
"1020",1982-07-02,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/07/1982","TBD"
"1021",1982-07-03,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/07/1982","TBD"
"1022",1982-07-04,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/07/1982","TBD"
"1023",1982-07-05,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/07/1982","TBD"
"1024",1982-07-06,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/07/1982","TBD"
"1025",1982-07-07,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/07/1982","TBD"
"1026",1982-07-08,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/07/1982","TBD"
"1027",1982-07-09,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/07/1982","TBD"
"1028",1982-07-10,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/07/1982","TBD"
"1029",1982-07-11,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/07/1982","TBD"
"1030",1982-07-12,"Mon","strike","retail workers","firm","drapery stores","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","13/07/1982",NA,"12/07/1982","TBD"
"1031",1982-07-13,"Tue","trial","PIRA","government","terror court","Special Criminal Court convicts PIRA man of holding explosives","Ireland","Dublin","terror",NA,NA,1,1,0,0,"N",0,0,0,7424,"Financial Times","14/07/1982",NA,"13/07/1982","TBD"
"1032",1982-07-14,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/07/1982","TBD"
"1033",1982-07-15,"Thu","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"15/07/1982","TBD"
"1034",1982-07-16,"Fri","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"16/07/1982","TBD"
"1035",1982-07-17,"Sat","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"17/07/1982","TBD"
"1036",1982-07-18,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/07/1982","TBD"
"1037",1982-07-19,"Mon","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"19/07/1982","TBD"
"1038",1982-07-20,"Tue","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"20/07/1982","TBD"
"1039",1982-07-21,"Wed","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"21/07/1982","TBD"
"1040",1982-07-22,"Thu","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"22/07/1982","TBD"
"1041",1982-07-23,"Fri","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"23/07/1982","TBD"
"1042",1982-07-24,"Sat","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"24/07/1982","TBD"
"1043",1982-07-24,"Sat","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"24/07/1982","TBD"
"1044",1982-07-25,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/07/1982","TBD"
"1045",1982-07-26,"Mon","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"26/07/1982","TBD"
"1046",1982-07-26,"Mon","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"26/07/1982","TBD"
"1047",1982-07-27,"Tue","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"27/07/1982","TBD"
"1048",1982-07-27,"Tue","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"27/07/1982","TBD"
"1049",1982-07-28,"Wed","strike","transport workers","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","29/07/1982",NA,"28/07/1982","TBD"
"1050",1982-07-28,"Wed","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"28/07/1982","TBD"
"1051",1982-07-28,"Wed","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"28/07/1982","TBD"
"1052",1982-07-29,"Thu","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"29/07/1982","TBD"
"1053",1982-07-29,"Thu","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"29/07/1982","TBD"
"1054",1982-07-30,"Fri","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"30/07/1982","TBD"
"1055",1982-07-30,"Fri","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"30/07/1982","TBD"
"1056",1982-07-31,"Sat","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"31/07/1982","TBD"
"1057",1982-07-31,"Sat","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"31/07/1982","TBD"
"1058",1982-08-01,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/08/1982","TBD"
"1059",1982-08-02,"Mon","strike","buoy installers","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,50,0,0,0,"N",0,0,0,678827,"Irish Times","04/08/1982",NA,"02/08/1982","TBD"
"1060",1982-08-02,"Mon","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"02/08/1982","TBD"
"1061",1982-08-02,"Mon","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"02/08/1982","TBD"
"1062",1982-08-03,"Tue","strike","buoy installers","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,50,0,0,0,"N",0,0,0,678827,"Irish Times","04/08/1982",NA,"03/08/1982","TBD"
"1063",1982-08-03,"Tue","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"03/08/1982","TBD"
"1064",1982-08-03,"Tue","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"03/08/1982","TBD"
"1065",1982-08-04,"Wed","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"04/08/1982","TBD"
"1066",1982-08-04,"Wed","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"04/08/1982","TBD"
"1067",1982-08-05,"Thu","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"05/08/1982","TBD"
"1068",1982-08-05,"Thu","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"05/08/1982","TBD"
"1069",1982-08-06,"Fri","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"06/08/1982","TBD"
"1070",1982-08-06,"Fri","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"06/08/1982","TBD"
"1071",1982-08-07,"Sat","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"07/08/1982","TBD"
"1072",1982-08-07,"Sat","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"07/08/1982","TBD"
"1073",1982-08-08,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/08/1982","TBD"
"1074",1982-08-09,"Mon","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"09/08/1982","TBD"
"1075",1982-08-09,"Mon","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"09/08/1982","TBD"
"1076",1982-08-10,"Tue","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"10/08/1982","TBD"
"1077",1982-08-10,"Tue","strike","porters & drivers","firm","Roches","strike for higher pay","Ireland","Dublin","wages",NA,NA,100,0,0,0,"N",0,0,0,678827,"Irish Times","21/10/1982",NA,"10/08/1982","TBD"
"1078",1982-08-11,"Wed","strike","retail workers","firm","Cleary's","strike for higher pay","Ireland","Dublin","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","28/08/1982",NA,"11/08/1982","TBD"
